anime_ids	name	type	episodes	rating	members	Sci-Fi	Romance	Action	Seinen	Drama	Shounen	Comedy	Shoujo	Fantasy	Adventure
5058	The iDOLM@STER Movie: Kagayaki no Mukougawa e!	Movie	1	7.66	12262	0	0	0	0	1	0	1	0	0	0
4632	UFO Robo Grendizer	TV	74	7.66	4381	1	0	0	0	0	1	0	0	0	0
594	Aa! Megami-sama! Movie	Movie	1	7.65	29330	0	1	0	1	0	0	1	0	0	0
878	Acchi Kocchi (TV)	TV	12	7.65	127973	0	1	0	1	0	0	1	0	0	0
4459	Area 88	OVA	3	7.65	6645	0	1	1	0	1	0	0	0	0	1
1074	Darker than Black: Kuro no Keiyakusha Special	Special	1	7.65	87609	1	0	0	0	0	0	1	0	0	0
5569	Detective Conan: Black History 2	Special	1	7.65	2718	0	0	0	0	0	1	1	0	0	1
622	Digimon Tamers	TV	51	7.65	94391	0	0	0	0	1	1	1	0	1	1
314	Flying Witch	TV	12	7.65	95933	0	0	0	0	0	1	1	0	0	0
4236	Fushigi no Umi no Nadia	TV	39	7.65	24229	1	1	0	0	0	0	1	0	0	1
1722	High School DxD BorN: Yomigaeranai Fushichou	OVA	1	7.66	22497	0	1	1	0	0	0	1	0	0	0
4379	Jigoku Sensei Nube	TV	49	7.65	8908	0	1	0	0	0	1	1	0	0	1
3773	Kappa no Coo to Natsuyasumi	Movie	1	7.65	6953	0	0	0	0	0	1	0	0	0	1
3053	Majokko Shimai no Yoyo to Nene	Movie	1	7.65	8698	0	0	0	0	0	0	0	0	1	0
1356	Minami-ke Okaeri	TV	13	7.65	45233	0	0	0	0	0	0	1	0	0	0
171	New Prince of Tennis Specials	Special	7	7.65	5524	0	0	1	0	0	1	1	0	0	0
1793	Nijuu Mensou no Musume	TV	22	7.65	21009	0	0	1	0	0	0	0	0	0	1
3464	Non Non Biyori: Okinawa e Ikukoto ni Natta	OVA	1	7.65	25169	0	0	0	1	0	0	1	0	0	0
71	One Piece Movie 9: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura	Movie	1	7.65	29771	0	0	1	0	0	1	1	0	1	1
277	Owari no Seraph	TV	12	7.65	315630	0	0	1	0	1	1	0	0	0	0
4578	Paniponi Dash!: Danjite Okonaeba Kishin mo Kore wo Saku	Special	1	7.65	6929	0	0	0	0	0	0	1	0	0	0
570	Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka	Movie	1	7.65	33191	0	0	0	0	1	1	0	0	0	0
1131	Yondemasu yo, Azazel-san. Z	TV	13	7.65	20640	0	0	0	0	0	0	1	0	0	0
674	Aa! Megami-sama!: Sorezore no Tsubasa Specials	Special	2	7.64	16986	0	1	0	1	0	0	1	0	0	0
349	Bishoujo Senshi Sailor Moon SuperS	TV	39	7.64	55056	0	1	0	0	1	0	0	1	0	0
3634	CLAMP in Wonderland 2	Music	1	7.64	13985	0	1	1	0	1	0	1	0	1	0
4857	Detective Conan OVA 04: Conan and Kid and Crystal Mother	OVA	1	7.64	8974	0	0	0	0	0	1	0	0	0	1
4451	Future GPX Cyber Formula Saga	OVA	8	7.64	1040	1	0	0	0	1	1	0	0	0	0
2782	Ghost in the Shell: Arise - Border:1 Ghost Pain	Movie	1	7.64	31747	1	0	0	0	0	0	0	0	0	0
3013	Hakuouki OVA	OVA	2	7.64	7791	0	0	1	0	1	0	0	0	0	0
361	Hellsing	TV	13	7.64	308995	0	0	1	1	0	0	0	0	0	0
4253	Hokuto no Ken 2	TV	43	7.64	11090	0	0	1	0	1	0	0	0	0	0
3036	Junjou Romantica Special	Special	1	7.64	17378	0	1	0	0	0	0	1	0	0	0
5485	Kaitou Saint Tail	TV	43	7.64	8794	0	1	0	0	0	0	0	1	0	1
508	Kore wa Zombie Desu ka? of the Dead OVA	OVA	1	7.64	54828	0	0	1	0	0	0	1	0	0	0
902	Little Busters!	TV	26	7.64	138655	0	0	0	0	1	0	1	0	0	0
1196	Marmalade Boy	TV	76	7.64	24745	0	1	0	0	1	0	1	1	0	0
6243	Ningen Shikkaku: Director&#039;s Cut-ban	Movie	1	7.64	4292	0	0	0	1	1	0	0	0	0	0
1328	Omoide Poroporo	Movie	1	7.64	39589	0	1	0	0	1	0	0	0	0	0
3342	R.O.D the TV	TV	26	7.64	47053	1	0	1	0	1	0	1	0	0	1
193	Saint☆Oniisan	OVA	2	7.64	33668	0	0	0	1	0	0	1	0	0	0
2710	Sayonara Zetsubou Sensei Special	Special	1	7.63	9669	0	0	0	0	0	0	1	0	0	0
421	Suisei no Gargantia	TV	13	7.64	170754	1	0	1	0	0	0	0	0	0	1
1818	Towa no Quon 3: Mugen no Renza	Movie	1	7.64	19053	0	0	1	0	0	0	0	0	0	0
1108	Yondemasu yo, Azazel-san. (TV)	TV	13	7.64	42147	0	0	0	0	0	0	1	0	0	0
765	&quot;Bungaku Shoujo&quot; Movie	Movie	1	7.63	40984	0	1	0	0	1	0	0	0	0	0
2274	Amaama to Inazuma	TV	12	7.63	95339	0	0	0	1	0	0	1	0	0	0
564	Angel Beats!: Another Epilogue	Special	1	7.63	134180	0	0	0	0	1	0	0	0	0	0
169	Hakuouki Reimeiroku	TV	12	7.63	29485	0	0	1	0	1	0	0	0	0	0
4678	Hokuto no Ken: Raoh Gaiden Gekitou-hen	Movie	1	7.63	4614	0	1	1	0	0	0	0	0	0	1
3688	Initial D Battle Stage	OVA	1	7.63	13633	0	0	1	1	1	0	0	0	0	0
3097	Konnichiwa Anne: Before Green Gables	TV	39	7.63	2723	0	0	0	0	1	0	0	0	0	0
4718	Kuruneko	TV	50	7.63	2526	0	0	0	0	0	0	1	0	0	0
1364	Mardock Scramble: The First Compression	Movie	1	7.63	40698	1	0	1	0	0	0	0	0	0	0
908	Medaka Box Abnormal	TV	12	7.63	66972	0	0	1	0	0	1	1	0	0	0
6612	Perrine Monogatari	TV	53	7.63	1744	0	0	0	0	1	0	0	1	0	0
1038	Prince of Tennis: Atobe&#039;s Gift	Movie	1	7.63	10567	0	0	0	0	0	1	1	0	0	0
290	Rokka no Yuusha	TV	12	7.63	218747	0	0	1	0	0	0	0	0	1	1
5460	Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari	Movie	1	7.63	4199	0	1	0	0	1	1	1	0	1	0
483	Sora no Otoshimono: Project Pink	OVA	1	7.63	61903	1	0	0	0	0	1	1	0	0	0
353	Suzumiya Haruhi-chan no Yuuutsu	ONA	25	7.63	70416	0	0	0	0	0	0	1	0	0	0
3312	Uchuu Senkan Yamato 2	TV	26	7.63	3461	1	0	1	0	1	0	0	0	0	1
3687	Yawara!	TV	124	7.63	6437	0	1	1	0	1	0	1	0	0	0
410	Accel World	TV	24	7.62	324284	1	1	1	0	0	0	0	0	0	0
927	Acchi Kocchi (TV): Place=Princess	Special	1	7.62	26246	0	1	0	1	0	0	1	0	0	0
3711	Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki	Movie	1	7.62	24968	0	0	0	0	1	0	0	1	0	0
3430	Cardcaptor Sakura Specials	Special	3	7.62	18604	0	0	0	0	0	0	1	0	0	0
770	Darker than Black: Ryuusei no Gemini	TV	12	7.62	222243	1	0	1	0	0	0	0	0	0	0
245	Donten ni Warau	TV	12	7.62	57649	0	0	1	0	0	0	0	1	0	0
1878	Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen	Movie	1	7.62	65953	1	0	0	0	0	1	1	0	1	1
1313	Dragon Ball Z Movie 14: Kami to Kami	Movie	1	7.62	66471	0	0	1	0	0	1	0	0	1	1
3556	Fate/kaleid liner Prisma☆Illya 3rei!!	TV	12	7.62	30457	0	0	1	0	0	0	1	0	1	0
4386	Gallery Fake	TV	37	7.62	6806	0	0	0	1	0	0	0	0	0	0
5291	Grimm Masterpiece Theater	TV	24	7.62	1938	0	0	0	0	0	0	1	0	1	1
2245	Hello!! Kiniro Mosaic	TV	12	7.63	33295	0	0	0	0	0	0	1	0	0	0
2218	Hidamari Sketch Specials	Special	2	7.62	13334	0	0	0	0	0	0	1	0	0	0
1027	InuYasha: Guren no Houraijima	Movie	1	7.62	50008	0	1	0	0	1	1	1	0	0	1
2010	Metropolis	Movie	1	7.62	44030	1	1	0	0	1	1	0	0	0	1
2476	Mobile Fighter G Gundam	TV	49	7.62	36338	1	1	0	0	1	0	1	0	0	1
522	Naruto: Shippuuden Movie 5 - Blood Prison	Movie	1	7.62	75660	0	0	1	0	0	1	0	0	0	1
706	Shigofumi	TV	12	7.62	54000	0	0	0	0	1	0	0	0	1	0
2708	Shinryaku!? Ika Musume	TV	12	7.62	45613	0	0	0	0	0	1	1	0	0	0
4693	Shoubushi Densetsu Tetsuya	TV	20	7.62	3735	0	0	0	0	0	1	0	0	0	0
2227	So Ra No Wo To Specials	Special	2	7.62	16491	1	0	0	0	0	0	0	0	0	0
44	Sweat Punch	OVA	5	7.62	26679	0	0	1	0	0	0	0	0	1	0
3800	Yozakura Quartet: Tsuki ni Naku	OVA	3	7.62	13790	0	0	1	0	0	1	1	0	0	0
6210	Yuusha Keisatsu J-Decker	TV	48	7.62	1116	1	0	1	0	0	0	0	0	0	1
364	Zero no Tsukaima	TV	13	7.62	346828	0	1	1	0	0	0	1	0	1	1
638	Aa! Megami-sama! (TV) Specials	Special	3	7.61	19257	0	1	0	1	0	0	1	0	0	0
863	Amagami SS+ Plus	TV	13	7.61	73813	0	1	0	0	0	0	1	0	0	0
2408	Ayakashi: Japanese Classic Horror	TV	11	7.61	34938	0	0	0	0	0	0	0	0	1	0
1172	Casshern Sins	TV	24	7.61	80307	1	0	1	0	1	0	0	0	0	1
1398	Digimon Adventure Movie	Movie	1	7.61	60753	1	0	1	0	0	0	0	0	1	0
3558	Freedom	OVA	7	7.61	13918	1	0	1	0	0	0	0	0	0	1
4296	Gokudou-kun Manyuuki	TV	26	7.61	8131	0	0	0	0	0	0	1	0	1	1
5192	Golgo 13 (TV)	TV	50	7.61	18687	0	0	1	1	1	0	0	0	0	1
4249	Kimagure Orange☆Road OVA	OVA	8	7.61	3542	0	1	0	0	1	0	1	0	0	0
6650	Lady Jewelpet	TV	52	7.61	3085	0	1	0	0	0	0	0	1	1	0
2191	Magic Knight Rayearth II	TV	29	7.61	19209	0	1	0	0	1	0	0	1	1	1
5949	Mobile Police Patlabor: The New Files	OVA	16	7.61	3952	1	0	0	0	0	0	1	0	0	0
488	Motto To LOVE-Ru	TV	12	7.61	134988	1	0	0	0	0	1	1	0	0	0
1728	Planetarian: Chiisana Hoshi no Yume	ONA	5	7.61	38303	1	0	0	0	1	0	0	0	0	0
4410	Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana	Movie	1	7.61	2842	0	0	1	0	0	0	0	1	1	0
4291	Salaryman Kintarou	TV	20	7.61	4151	0	0	0	1	1	0	1	0	0	0
83	Sekirei: Pure Engagement	TV	13	7.61	113911	0	0	1	0	0	0	1	0	0	0
221	Senyuu. 2	TV	13	7.61	30726	0	0	1	0	0	1	1	0	1	0
2630	Seto no Hanayome OVA Specials	Special	2	7.61	7011	0	0	0	0	0	0	1	0	0	0
351	Shugo Chara!	TV	51	7.61	121108	0	0	0	0	0	0	1	1	0	0
312	Tokyo Ghoul: &quot;Pinto&quot;	OVA	1	7.61	52312	0	0	1	0	1	0	0	0	0	0
6667	Urusei Yatsura OVA	OVA	11	7.61	2470	1	0	0	0	0	0	1	0	0	1
551	Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA	OVA	1	7.61	80676	0	1	0	0	0	0	1	0	0	0
3304	Yozakura Quartet: Hana no Uta	TV	13	7.61	58245	0	0	1	0	0	1	1	0	0	0
3072	Akage no Anne	TV	50	7.6	9460	0	0	0	0	1	0	0	0	0	0
60	Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru	Movie	1	7.6	134739	0	0	1	0	0	1	0	0	0	1
426	Chuunibyou demo Koi ga Shitai! Ren	TV	12	7.6	208885	0	1	0	0	1	0	1	0	0	0
935	Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel	Special	1	7.6	72085	0	0	0	0	0	0	1	0	0	0
5030	City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo	Special	1	7.6	2506	0	0	0	0	0	1	0	0	0	0
2179	Detective Conan Movie 11: Jolly Roger in the Deep Azure	Movie	1	7.6	18847	0	0	0	0	0	1	1	0	0	1
7280	Ganbare Genki	TV	35	7.6	805	0	0	1	0	0	1	1	0	0	0
2806	Ghost in the Shell: Arise - Border:4 Ghost Stands Alone	Movie	1	7.6	19565	1	0	0	0	0	0	0	0	0	0
432	Gochuumon wa Usagi Desu ka?	TV	12	7.6	82999	0	0	0	0	0	0	1	0	0	0
2343	Hottarake no Shima: Haruka to Mahou no Kagami	Movie	1	7.6	6517	0	0	0	0	0	0	0	0	1	0
2382	Jibaku-kun	TV	26	7.6	6036	0	0	0	0	0	0	1	0	1	1
4396	Kamichu! Specials	Special	4	7.6	6978	0	0	0	0	1	0	1	0	0	0
2203	Kidou Senkan Nadesico	TV	26	7.6	27976	1	1	1	0	0	1	1	0	0	0
1330	On Your Mark	Music	1	7.6	13661	1	0	0	0	1	0	0	0	0	0
2830	One More Time, One More Chance	Music	1	7.6	5660	0	1	0	0	1	0	0	0	0	0
3275	One Piece: Romance Dawn	OVA	1	7.6	8326	0	0	1	0	0	1	1	0	1	0
1641	Otome Youkai Zakuro	TV	13	7.6	61957	0	1	0	1	0	0	0	0	0	0
1601	Persona 4 the Animation: No One is Alone	Special	1	7.6	26501	1	0	0	0	0	0	0	0	0	1
5054	Pretty Rhythm: Aurora Dream	TV	51	7.6	9431	0	0	0	0	0	0	0	1	0	0
1115	Prince of Tennis: Eikokushiki Teikyuu Shiro Kessen!	Movie	1	7.6	6162	0	0	1	0	0	1	1	0	0	0
259	Psycho-Pass 2	TV	11	7.6	228435	1	0	1	0	0	0	0	0	0	0
2989	Samurai 7	TV	26	7.6	74991	1	0	0	0	0	0	0	0	0	0
2660	Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu	Special	1	7.6	6752	0	0	0	0	0	0	1	0	0	0
1233	Shinryaku! Ika Musume	TV	12	7.6	95242	0	0	0	0	0	1	1	0	0	0
3666	Shonan Junai Gumi!	OVA	5	7.6	20261	0	0	1	0	0	0	1	0	0	0
4947	Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen	OVA	2	7.6	3208	0	0	0	0	1	0	0	0	0	0
1805	So Ra No Wo To	TV	12	7.6	84390	1	0	0	0	0	0	0	0	0	0
2120	Tales of Zestiria the X	TV	12	7.6	107325	0	0	1	0	0	0	0	0	1	1
4743	Tenshi na Konamaiki	TV	50	7.6	15077	0	1	0	0	0	1	1	0	0	0
3639	Toshokan Sensou	TV	12	7.6	38882	0	1	1	0	0	0	1	0	0	0
469	Zero no Tsukaima: Princesses no Rondo	TV	12	7.6	210891	0	1	1	0	0	0	1	0	1	1
903	Afro Samurai Movie	Movie	1	7.59	21622	0	0	1	0	0	0	0	0	0	1
5025	City Hunter: Ai to Shukumei no Magnum	Movie	1	7.59	3368	0	0	1	0	0	1	1	0	0	0
1417	Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu	Movie	1	7.59	45069	0	0	1	0	0	0	0	0	0	0
1116	Hikaru no Go Special	OVA	1	7.59	4253	0	0	0	0	0	1	1	0	0	0
2677	Katekyo Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview	Special	3	7.59	12153	0	0	0	0	0	0	1	0	0	0
2310	Kemonozume	TV	13	7.59	33086	0	1	1	0	0	0	0	0	0	0
704	Kiniro no Corda: Primo Passo - Hitonatsu no Encore	Special	1	7.59	17967	0	1	0	0	0	0	0	1	0	0
1399	Kyou kara Maou! R	OVA	5	7.59	14845	0	0	0	0	0	0	1	0	1	1
1747	Mai-HiME	TV	26	7.59	76492	0	1	1	0	1	0	1	0	1	0
228	Mikakunin de Shinkoukei	TV	12	7.59	133385	0	1	0	0	0	0	1	0	0	0
3400	Mobile Police Patlabor: The Movie	Movie	1	7.59	14779	0	0	0	0	1	0	0	0	0	0
4268	Mugen no Ryvius	TV	26	7.59	22714	1	0	0	0	1	0	0	0	0	0
333	Noblesse: Pamyeol-ui Sijak	OVA	1	7.59	12418	0	0	1	0	0	0	0	0	0	1
688	One Piece: Straw Hat Theater	Special	5	7.59	17153	0	0	0	0	0	1	0	0	1	1
2200	Osomatsu-san Special	Special	1	7.59	5005	0	0	0	0	0	0	1	0	0	0
6006	Patapata Hikousen no Bouken	TV	26	7.59	2629	1	0	0	0	0	0	0	0	0	1
1648	Rakuen Tsuihou: Expelled from Paradise	Movie	1	7.59	46678	1	0	1	0	0	0	0	0	0	0
562	Shinreigari: Ghost Hound	TV	22	7.59	78469	1	0	0	0	0	0	0	0	0	0
3524	Shoujo Kakumei Utena: Adolescence Mokushiroku	Movie	1	7.59	22219	0	1	0	0	1	0	0	1	1	0
2455	Shugo Chara!! Doki	TV	51	7.59	60384	0	0	0	0	0	0	1	1	0	0
4813	Taiho Shichau zo (1996)	TV	47	7.59	12156	0	0	1	1	0	0	1	0	0	0
7320	Tetsujin 28-gou (2004)	TV	26	7.59	1826	1	0	0	0	0	1	0	0	0	1
269	Yamada-kun to 7-nin no Majo (OVA)	OVA	2	7.59	33816	0	1	0	0	0	1	1	0	0	0
1479	Aishiteruze Baby★★	TV	26	7.58	63959	0	1	0	0	1	0	1	1	0	0
2857	Aoki Hagane no Arpeggio: Ars Nova DC	Movie	1	7.58	11943	1	0	1	1	0	0	0	0	0	0
51	Bleach Movie 1: Memories of Nobody	Movie	1	7.58	151598	0	0	1	0	0	0	0	0	0	1
1278	Brave Story	Movie	1	7.58	24523	0	0	1	0	0	0	0	0	1	1
3162	Candy Candy	TV	115	7.58	11893	0	0	0	0	1	0	0	1	0	0
989	Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars	Special	1	7.58	31808	0	1	0	0	1	0	1	0	0	0
26	Fate/stay night	TV	24	7.58	374880	0	1	1	0	0	0	0	0	1	0
514	Fate/stay night Movie: Unlimited Blade Works	Movie	1	7.58	110983	0	0	1	0	0	0	0	0	1	0
5292	Grimm Masterpiece Theater II	TV	23	7.58	1169	0	0	0	0	0	0	1	0	1	1
4719	Hetalia: The World Twinkle	ONA	15	7.58	15872	0	0	0	0	0	0	1	0	0	0
2084	Level E	TV	13	7.58	55252	1	0	0	0	0	1	1	0	0	0
1885	Naruto x UT	OVA	1	7.58	23465	0	0	1	0	0	1	1	0	0	0
7250	Taiyou no Kiba Dagram	TV	75	7.58	1825	1	0	0	0	1	1	0	0	0	0
870	The iDOLM@STER: 765 Pro to Iu Monogatari	Special	1	7.58	13342	0	0	0	0	1	0	1	0	0	0
4358	Uchuu no Kishi Tekkaman Blade	TV	49	7.58	8546	1	1	1	0	1	1	0	0	0	1
804	Amagami SS	TV	25	7.57	157223	0	1	0	0	0	0	1	0	0	0
150	Boku wa Tomodachi ga Sukunai	TV	12	7.57	325664	0	1	0	1	0	0	1	0	0	0
1187	Chobits	TV	26	7.57	266846	1	1	0	1	1	0	1	0	0	0
1220	Chrome Shelled Regios	TV	24	7.57	103615	1	0	1	0	0	0	0	0	1	1
938	Dareka no Manazashi	Movie	1	7.57	28138	0	0	0	0	1	0	0	0	0	0
4723	Detective Conan Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata	OVA	1	7.57	7187	0	0	0	0	0	1	0	0	0	0
6472	Doraemon Movie 21: Nobita no Taiyou Ou Densetsu	Movie	1	7.57	1970	0	0	0	0	0	1	1	0	1	1
920	Hakkenden: Touhou Hakken Ibun	TV	13	7.57	61017	0	0	1	0	0	0	0	1	1	0
107	Hakuouki	TV	12	7.57	90612	0	0	1	0	1	0	0	0	0	0
2009	Heppoko Jikken Animation Excel♥Saga	TV	26	7.57	68198	1	0	0	0	0	1	1	0	0	0
495	Kore wa Zombie Desu ka? OVA	OVA	2	7.57	73826	0	0	1	0	0	0	1	0	0	0
2412	Mardock Scramble: The Third Exhaust	Movie	1	7.57	20459	1	0	1	0	0	0	0	0	0	0
1360	Minami-ke Betsubara	OVA	1	7.57	21534	0	0	0	0	0	0	1	0	0	0
2428	Nisekoi OVA	OVA	3	7.57	65287	0	1	0	0	0	1	1	0	0	0
2418	Nodame Cantabile OVA	OVA	1	7.57	17667	0	1	0	0	0	0	1	0	0	0
1201	Paniponi Dash!	TV	26	7.57	38532	0	0	0	0	0	0	1	0	0	0
1543	Rozen Maiden	TV	12	7.57	128688	0	0	1	1	1	0	1	0	0	0
85	Sengoku Basara	TV	12	7.57	93940	0	0	1	0	0	0	0	0	0	0
5975	Shashinkan	Movie	1	7.57	1910	0	0	0	0	1	0	0	0	0	0
4742	Super GALS! Kotobuki Ran	TV	52	7.57	10369	0	0	0	0	0	0	1	1	0	0
2137	The Big O	TV	26	7.57	45843	1	0	1	0	0	0	0	0	0	0
3540	Top wo Nerae! &amp; Top wo Nerae 2! Gattai Movie!!	Movie	2	7.57	8079	0	0	0	0	0	1	1	0	0	0
1390	Yu☆Gi☆Oh! Duel Monsters	TV	224	7.57	132099	0	0	0	0	0	1	0	0	0	1
4924	Aria The Natural: Sono Futatabi Deaeru Kiseki ni...	Special	1	7.56	10069	1	0	0	0	0	1	0	0	1	0
1592	Carnival Phantasm EX Season	OVA	1	7.56	22955	0	0	0	0	0	0	1	0	0	0
5028	City Hunter: The Secret Service	Special	1	7.56	2956	0	0	1	0	0	1	1	0	0	0
1683	Date A Live Movie: Mayuri Judgment	Movie	1	7.56	48673	1	1	0	0	0	0	0	0	0	0
4855	Detective Conan OVA 06: Follow the Vanished Diamond! Conan &amp; Heiji vs. Kid!	OVA	1	7.56	8436	0	0	0	0	0	1	1	0	0	0
6347	Doraemon Movie 26: Nobita no Kyouryuu 2006	Movie	1	7.56	2262	0	0	0	0	0	0	1	0	0	1
2796	Genshiken Nidaime	TV	13	7.56	29952	0	0	0	0	0	0	1	0	0	0
4744	Gokinjo Monogatari	TV	50	7.56	7279	0	1	0	0	1	0	1	0	0	0
2356	Hetalia Axis Powers Fan Disc	OVA	3	7.56	8070	0	0	0	0	0	0	1	0	0	0
539	Higurashi no Naku Koro ni Rei	OVA	5	7.56	99463	0	0	0	0	0	0	1	0	0	0
1854	Kara no Kyoukai: Mirai Fukuin - Extra Chorus	Special	1	7.56	14891	0	0	0	1	1	0	0	0	0	0
6501	Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!	Movie	1	7.56	2048	0	0	0	0	0	0	1	0	0	0
2499	Mobile Suit Gundam II: Soldiers of Sorrow	Movie	1	7.56	11325	1	0	1	0	1	0	0	0	0	0
7321	Momoko, Kaeru no Uta ga Kikoeru yo.	Movie	1	7.56	1113	0	0	0	0	1	0	0	0	0	0
5148	Nihon Animator Mihonichi	ONA	35	7.56	16942	1	0	1	0	0	0	0	0	1	0
3858	Saiyuuki Reload Gunlock	TV	26	7.56	11233	0	0	1	0	0	0	1	1	1	1
4278	Simoun	TV	26	7.56	24664	0	1	0	0	1	0	0	0	0	0
1949	Sugar Sugar Rune	TV	51	7.56	16484	0	0	0	0	0	0	0	1	1	0
3200	Tanoshii Muumin Ikka Bouken Nikki	TV	26	7.56	2740	0	0	0	0	0	0	0	0	1	1
1602	Tasogare Otome x Amnesia: Taima Otome	Special	1	7.56	38176	0	1	0	0	0	1	0	0	0	0
1327	Tenshi no Tamago	OVA	1	7.56	35634	0	0	0	0	1	0	0	0	1	0
1218	Tetsuwan Birdy Decode	TV	13	7.56	50384	1	0	1	0	0	0	1	0	0	0
2229	Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desukara	OVA	1	7.56	37609	1	0	1	0	0	0	0	0	0	0
6111	Waga Seishun no Arcadia: Mugen Kidou SSX	TV	22	7.56	2587	1	0	1	0	1	0	0	0	0	1
1266	X	TV	24	7.56	51004	0	1	1	0	1	0	0	1	1	0
3205	Zipang	TV	26	7.56	8630	1	0	1	1	1	0	0	0	0	0
1825	AKB0048	TV	13	7.55	37763	1	0	0	0	0	0	0	0	0	0
1838	Aoki Hagane no Arpeggio: Ars Nova	TV	12	7.55	84708	1	0	1	1	0	0	0	0	0	0
1241	Blood Lad	TV	10	7.55	241513	0	0	1	1	0	0	1	0	0	0
1379	Captain Harlock	Movie	1	7.56	25484	1	0	1	0	1	0	0	0	0	0
5027	City Hunter: Hyakuman Dollar no Inbou	OVA	1	7.55	2881	0	0	1	0	0	1	1	0	0	0
1418	Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku Kara	Movie	1	7.55	39669	0	0	1	0	0	0	0	0	0	0
1259	Danna ga Nani wo Itteiru ka Wakaranai Ken	TV	13	7.55	122271	0	0	0	1	0	0	1	0	0	0
1658	Date A Live: Date to Date	OVA	1	7.55	68328	1	1	0	0	0	0	1	0	0	0
1315	Dragon Ball Z Movie 15: Fukkatsu no F	Movie	1	7.55	41051	0	0	1	0	0	1	1	0	1	1
778	ef: A Tale of Memories. - Recollections	Special	1	7.55	9125	0	1	0	0	1	0	0	0	0	0
760	Full Metal Panic! The Second Raid Episode 000	Special	1	7.55	25423	0	0	1	0	0	0	0	0	0	1
280	God Eater	TV	13	7.55	192433	1	0	1	0	0	0	0	0	1	0
1626	Gunslinger Girl	TV	13	7.55	106865	1	0	1	0	1	0	0	0	0	0
6031	Hi no Ame ga Furu	Movie	1	7.55	513	0	0	0	0	1	0	0	0	0	0
1616	Himouto! Umaru-chan	TV	12	7.55	158041	0	0	0	1	0	0	1	0	0	0
2047	Joshiraku	TV	13	7.55	51084	0	0	0	0	0	0	1	0	0	0
1407	Kaichou wa Maid-sama!: Omake dayo!	Special	1	7.55	52752	0	0	0	0	0	0	1	1	0	0
3728	Kaikan Phrase	TV	44	7.55	8142	0	1	0	0	1	0	0	1	0	0
102	Kuroshitsuji II	TV	12	7.55	234955	0	0	1	0	0	1	1	0	1	0
3560	Lodoss-tou Senki	OVA	13	7.55	28462	0	0	1	0	0	1	0	0	1	1
6216	Lupin III: Otakara Henkyaku Daisakusen!!	Special	1	7.55	2871	0	0	0	0	0	1	1	0	0	1
3765	Maria-sama ga Miteru Specials	Special	7	7.55	6085	0	1	0	0	1	0	0	1	0	0
6928	Masuda Kousuke Gekijou Gag Manga Biyori 2	TV	12	7.55	1846	0	0	0	0	0	0	1	0	0	0
2502	Mobile Suit Gundam Seed Destiny Final Plus: The Chosen Future	OVA	1	7.55	16102	1	0	0	0	1	0	0	0	0	0
5016	Mobile Suit Gundam Unicorn RE:0096	TV	22	7.56	9767	1	0	1	0	1	0	0	0	0	0
744	One Piece: Romance Dawn Story	OVA	1	7.55	21306	0	0	1	0	0	1	1	0	1	0
552	Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru	TV	10	7.55	179569	0	1	0	0	0	0	1	0	0	0
1937	RahXephon	TV	26	7.55	66751	1	1	1	0	1	0	0	0	0	0
412	Shinryaku!! Ika Musume	OVA	3	7.55	13456	0	0	0	0	0	1	1	0	0	0
2006	Sunabouzu	TV	24	7.55	65516	1	0	1	0	0	1	1	0	0	1
1802	Tegamibachi: Hikari to Ao no Gensou Yawa	Special	1	7.55	10903	0	0	0	0	0	1	0	0	1	1
266	Tonari no Seki-kun Specials	Special	2	7.55	14248	0	0	0	1	0	0	1	0	0	0
1509	True Tears	TV	13	7.55	118644	0	1	0	0	1	0	0	0	0	0
802	&quot;Bungaku Shoujo&quot; Memoire	OVA	3	7.54	18013	0	1	0	0	1	0	0	0	0	0
1947	Bobobo-bo Bo-bobo	TV	76	7.54	39041	1	0	0	0	0	1	1	0	0	1
